classification_mode,rt_rule,lipid_subclass,unsaturation,fit_type,fit_parameters,fit_r_squared,raw_point_count,distinct_carbon_count,representative_point_count,inlier_count,carbon_min,carbon_max,fit_equation,iup_vertical_shift_min,parallelism_passed,parallelism_reference_unsaturation,median_absolute_slope_difference,median_relative_slope_difference,parallelism_note
detailed_chain,IUP,Cer(d15:0/x:y),0.0,Linear,"[0.42776315789473707, 0.11036842105262679]",0.9993924540620736,30,8,8,5,18.0,27.0,y = 0.427763 * x + 0.110368,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d15:0/x:y)(2OH),0.0,Linear,"[0.43490217391304337, -1.2071413043478234]",0.9989768701705096,31,10,10,6,21.0,33.0,y = 0.434902 * x + -1.20714,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d16:0/x:y),0.0,Linear,"[0.4472263157894737, 0.18974210526315716]",0.9970880841417584,39,9,9,9,16.0,26.0,y = 0.447226 * x + 0.189742,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d16:0/x:y),1.0,Linear,"[0.43240384615384625, 0.1204461538461512]",0.999695404854248,8,3,3,3,18.0,26.0,y = 0.432404 * x + 0.120446,-0.0,True,0.0,0.0148224696356274,0.0331431069959777,通过
detailed_chain,IUP,Cer(d16:0/x:y)(2OH),0.0,Linear,"[0.39411970074812963, 0.61998753117207]",0.998977754232876,32,9,9,6,19.0,30.0,y = 0.39412 * x + 0.619988,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d16:0/x:y)(2OH),1.0,Linear,"[0.18049999999999988, 4.543000000000004]",0.9981388437854232,17,3,3,3,24.0,32.0,y = 0.1805 * x + 4.543,-0.0,False,0.0,0.2136197007481297,0.5420173118538113,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,Cer(d16:1/x:y),0.0,Linear,"[0.4327542372881359, 0.10975423728812927]",0.9997959620206592,12,6,6,5,18.0,26.0,y = 0.432754 * x + 0.109754,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d16:1/x:y),1.0,Linear,"[0.42662857142857136, -0.9234857142857145]",0.999734127173444,12,6,6,4,20.0,24.0,y = 0.426629 * x + -0.923486,-0.0,True,0.0,0.0061256658595645,0.0141550684701579,通过
detailed_chain,IUP,Cer(d17:0/x:y),0.0,Linear,"[0.428556629834254, 0.9413121546961332]",0.9995755656102484,40,10,10,7,15.0,25.0,y = 0.428557 * x + 0.941312,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d17:0/x:y),1.0,Linear,"[0.4172499999999988, -0.06208333333330529]",0.9998850154421508,27,7,7,3,21.0,25.0,y = 0.41725 * x + -0.0620833,-0.0,True,0.0,0.0113066298342552,0.0263830472967554,通过
detailed_chain,IUP,Cer(d17:0/x:y),2.0,Quadratic,"[-0.007398984593837595, 0.7210603991596672, -3.414422969187722]",0.9965628839088014,39,9,9,8,19.0,27.0,y = -0.00739898 * x^2 + 0.72106 * x + -3.41442,-0.0,True,1.0,0.0365428921568609,0.0875803287162637,通过
detailed_chain,IUP,Cer(d17:0/x:y),3.0,Linear,"[0.40507142857142864, -0.7395714285714305]",0.9995763394569128,14,6,6,6,21.0,27.0,y = 0.405071 * x + -0.739571,-0.0,True,2.0,0.0391622899159659,0.0966799609986816,通过
detailed_chain,IUP,Cer(d17:0/x:y)(2OH),0.0,Linear,"[0.4089042904290429, 0.6214752475247511]",0.998124415271636,34,10,10,8,17.0,29.0,y = 0.408904 * x + 0.621475,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d17:0/x:y)(2OH),1.0,Quadratic,"[-0.02008225231160686, 1.2285336233727866, -8.453213599291162]",0.9979697955748816,23,6,6,5,19.0,31.0,y = -0.0200823 * x^2 + 1.22853 * x + -8.45321,-0.0,False,0.0,0.1443187780133856,0.3529402390519285,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,Cer(d17:1/x:y),0.0,Linear,"[0.42968387096774197, 0.5992838709677439]",0.9997095088577104,21,5,5,4,17.0,25.0,y = 0.429684 * x + 0.599284,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d17:1/x:y),1.0,Linear,"[0.4023714285714295, -0.4179428571428794]",0.999768843873308,13,6,6,4,23.0,27.0,y = 0.402371 * x + -0.417943,-0.0,True,0.0,0.0273124423963124,0.0635640391499892,通过
detailed_chain,IUP,Cer(d17:1/x:y),2.0,Linear,"[0.3853975903614455, -0.2607951807228872]",0.9998762428182666,16,5,5,4,19.0,25.0,y = 0.385398 * x + -0.260795,-0.0,True,1.0,0.0169738382099839,0.0421845016934913,通过
detailed_chain,IUP,Cer(d17:1/x:y)(2OH),0.0,Linear,"[0.5960000000000016, -4.788333333333373]",0.999996246429416,17,5,5,3,23.0,25.0,y = 0.596 * x + -4.78833,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d17:2/x:y),0.0,Linear,"[0.4193013698630135, -0.35041095890410645]",0.999989374769332,9,6,6,5,19.0,26.0,y = 0.419301 * x + -0.350411,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d18:0/x:y),0.0,Linear,"[0.4259295081967213, 1.4190245901639322]",0.9988519720656376,60,11,10,10,14.0,26.0,y = 0.42593 * x + 1.41902,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d18:0/x:y),1.0,Linear,"[0.4297684210526316, 1.0295236842105258]",0.9997895066114116,28,6,6,6,16.0,25.0,y = 0.429768 * x + 1.02952,-0.0,True,0.0,0.0038389128559102,0.0089325149728488,通过
detailed_chain,IUP,Cer(d18:0/x:y),2.0,Linear,"[0.41625, 0.12841666666666463]",0.999793589914974,29,7,6,6,18.0,24.0,y = 0.41625 * x + 0.128417,-0.0,True,1.0,0.0135184210526315,0.0314551288331536,通过
detailed_chain,IUP,Cer(d18:0/x:y),3.0,Linear,"[0.41680000000000034, -0.6048000000000098]",0.99974586571397,10,5,5,4,22.0,25.0,y = 0.4168 * x + -0.6048,-0.0,True,2.0,0.0005500000000003,0.0013195777351255,通过
detailed_chain,IUP,Cer(d18:0/x:y)(2OH),0.0,Linear,"[0.3937194244604317, 1.4185107913669075]",0.999210490990216,42,10,10,7,17.0,28.0,y = 0.393719 * x + 1.41851,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d18:0/x:y)(2OH),1.0,Linear,"[0.37586746987951797, 0.9071325301204851]",0.9966381732671696,23,5,5,4,18.0,24.0,y = 0.375867 * x + 0.907133,-0.0,True,0.0,0.0178519545809137,0.0453418182386574,通过
detailed_chain,IUP,Cer(d18:1/x:y),0.0,Linear,"[0.42921018276762407, 1.042236292428198]",0.9998755224404068,31,8,7,7,14.0,25.0,y = 0.42921 * x + 1.04224,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d18:1/x:y),1.0,Linear,"[0.417241666666667, 0.22500977011493473]",0.9998490960207158,56,11,9,9,18.0,26.0,y = 0.417242 * x + 0.22501,0.119826436781609,True,0.0,0.011968516100957,0.0278849770613127,通过
detailed_chain,IUP,Cer(d18:1/x:y),3.0,Linear,"[0.431155172413793, -0.0567413793103409]",0.9990709623313884,16,9,9,8,18.0,27.0,y = 0.431155 * x + -0.0567414,-0.2,True,2.0,0.025619458128078,0.0594205051157086,通过
detailed_chain,IUP,Cer(d18:1/x:y),4.0,Linear,"[0.43232530120481955, -0.4759759036144633]",0.999827130088948,4,4,4,4,20.0,26.0,y = 0.432325 * x + -0.475976,-0.0,True,3.0,0.0011701287910265,0.0027065933632975,通过
detailed_chain,IUP,Cer(d18:1/x:y)(2OH),0.0,Quadratic,"[-0.0210447922819452, 1.2331194132703256, -7.726255759007643]",0.9999014977850323,25,6,6,4,18.0,30.0,y = -0.0210448 * x^2 + 1.23312 * x + -7.72626,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d18:2/x:y),0.0,Linear,"[0.4177080838323352, 0.18946338357767556]",0.9997990490559208,37,8,7,7,18.0,26.0,y = 0.417708 * x + 0.189463,0.0955172757932445,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d18:2/x:y),2.0,Linear,"[0.4268045977011493, 0.0329540229885083]",0.9978584297298252,11,7,7,7,18.0,26.0,y = 0.426805 * x + 0.032954,-0.2,True,1.0,0.0140331691297205,0.0328796109632039,通过
detailed_chain,IUP,Cer(d18:2/x:y),3.0,Linear,"[0.42385714285714277, -0.2954999999999952]",0.999611970124446,4,3,3,3,20.0,26.0,y = 0.423857 * x + -0.2955,-0.0,True,2.0,0.0029474548440065,0.0069058647912466,通过
detailed_chain,IUP,Cer(d19:0/x:y),0.0,Linear,"[0.4304500000000003, 1.8036499999999958]",0.9981276487763264,32,7,7,5,15.0,23.0,y = 0.43045 * x + 1.80365,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d19:0/x:y)(2OH),0.0,Linear,"[0.4241337920489296, 0.7245183486238549]",0.9991592733719964,33,11,11,7,17.0,29.0,y = 0.424134 * x + 0.724518,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d19:1/x:y),0.0,Linear,"[0.41250000000000214, 1.8494999999999493]",0.9999955923059292,7,4,4,3,22.0,24.0,y = 0.4125 * x + 1.8495,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d19:1/x:y),1.0,Linear,"[0.413232876712329, 0.6253835616438312]",0.9991300367968924,9,5,5,5,18.0,25.0,y = 0.413233 * x + 0.625384,-0.0,True,0.0,0.0007328767123268,0.0017735198567877,通过
detailed_chain,IUP,Cer(d19:1/x:y),2.0,Linear,"[0.41721428571428665, -0.20007142857145155]",0.999067999082143,6,4,4,3,22.0,25.0,y = 0.417214 * x + -0.200071,-0.0,True,1.0,0.0039814090019576,0.0095428395869554,通过
detailed_chain,IUP,Cer(d19:1/x:y)(2OH),0.0,Linear,"[0.38066867469879495, 1.180000000000005]",0.9992652503349748,8,6,6,4,17.0,23.0,y = 0.380669 * x + 1.18,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d19:2/x:y),1.0,Linear,"[0.4095000000000002, -0.04350000000000698]",0.9992447129909364,3,3,3,3,22.0,24.0,y = 0.4095 * x + -0.0435,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d20:0/x:y),0.0,Linear,"[0.4008622782446315, 2.7229808590102635]",0.9983338897382844,44,9,8,8,14.0,26.0,y = 0.400862 * x + 2.72298,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d20:0/x:y)(2OH),0.0,Linear,"[0.3857620320855615, 2.3616978609625665]",0.998640003076609,32,10,10,7,15.0,28.0,y = 0.385762 * x + 2.3617,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d20:1/x:y),0.0,Linear,"[0.4273013698630139, 1.9384520547945172]",0.9997130072936042,24,6,5,5,16.0,23.0,y = 0.427301 * x + 1.93845,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d20:1/x:y),1.0,Linear,"[0.4148250000000003, 0.9730999999999952]",0.9999149485775736,27,10,5,5,16.0,24.0,y = 0.414825 * x + 0.9731,-0.0,True,0.0,0.0124763698630136,0.0291980572564356,通过
detailed_chain,IUP,Cer(d20:1/x:y),2.0,Linear,"[0.4115500000000003, 0.3541999999999934]",0.9997872904807916,11,6,6,4,18.0,24.0,y = 0.41155 * x + 0.3542,-0.0,True,1.0,0.0032749999999999,0.0078948954378351,通过
detailed_chain,IUP,Cer(d20:1/x:y)(2OH),0.0,Linear,"[0.1811346153846152, 5.256192307692312]",0.9999999661848245,21,5,5,3,20.0,28.0,y = 0.181135 * x + 5.25619,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d20:2/x:y),0.0,Quadratic,"[0.06652763819095502, -2.505195979899508, 32.4892110552765]",0.9999789961766844,7,4,4,4,19.0,24.0,y = 0.0665276 * x^2 + -2.5052 * x + 32.4892,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d20:2/x:y),1.0,Linear,"[0.41250602409638587, 0.3434939759036073]",0.9999502447742484,6,5,5,4,18.0,24.0,y = 0.412506 * x + 0.343494,-0.0,False,0.0,0.1684244004834303,0.4082956142334454,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,Cer(d21:0/x:y),0.0,Linear,"[0.40009698275862077, 3.143579741379309]",0.9982726771553764,30,8,8,5,13.0,25.0,y = 0.400097 * x + 3.14358,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d21:0/x:y)(2OH),0.0,Linear,"[0.43516614906832274, 1.3959829192546636]",0.9989932619131806,31,10,10,6,15.0,27.0,y = 0.435166 * x + 1.39598,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d22:0/x:y),0.0,Linear,"[0.4529341317365272, 2.269784431137719]",0.9976412039655784,41,9,9,6,14.0,24.0,y = 0.452934 * x + 2.26978,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d22:0/x:y)(2OH),0.0,Linear,"[0.442814189189189, 1.7039189189189212]",0.9989219298884798,30,10,10,5,14.0,24.0,y = 0.442814 * x + 1.70392,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d23:0/x:y),0.0,Linear,"[0.4187064516129037, 3.6877483870967662]",0.9998237073238728,27,6,6,4,11.0,19.0,y = 0.418706 * x + 3.68775,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d23:0/x:y)(2OH),0.0,Linear,"[0.424003571428571, 2.420267857142866]",0.99916194514632,30,11,11,6,13.0,25.0,y = 0.424004 * x + 2.42027,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d24:0/x:y),0.0,Linear,"[0.34572891566265085, 5.437072289156624]",0.9981472850228283,22,6,6,4,16.0,22.0,y = 0.345729 * x + 5.43707,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d24:0/x:y)(2OH),0.0,Quadratic,"[-0.0022709721903010575, 0.498642381061824, 2.6537281084808173]",0.9998386208752278,13,7,7,5,12.0,19.0,y = -0.00227097 * x^2 + 0.498642 * x + 2.65373,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d24:1/x:y),1.0,Linear,"[0.42199999999999965, 2.512000000000006]",0.997161111142219,9,3,3,3,18.0,20.0,y = 0.422 * x + 2.512,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d26:0/x:y),0.0,Linear,"[0.3356500000000008, 6.325199999999986]",0.999006720916532,9,5,5,4,14.0,20.0,y = 0.33565 * x + 6.3252,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d26:0/x:y)(2OH),0.0,Linear,"[0.3613103448275861, 5.153827586206896]",0.998929722872378,5,5,5,5,16.0,22.0,y = 0.36131 * x + 5.15383,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m14:0/x:y),0.0,Linear,"[0.3848561643835618, 1.40321232876712]",0.9999715620357206,5,4,4,3,19.0,28.0,y = 0.384856 * x + 1.40321,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m14:0/x:y),2.0,Linear,"[0.37888461538461576, 0.7278153846153721]",0.999997713577285,5,5,5,3,28.0,36.0,y = 0.378885 * x + 0.727815,-0.0,,0.0,,,重叠碳数范围不足，无法判断
detailed_chain,IUP,Cer(m14:2/x:y),0.0,Linear,"[0.4229857142857144, -0.5554285714285747]",0.9996386870296116,4,4,4,3,20.0,30.0,y = 0.422986 * x + -0.555429,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m14:4/x:y),4.0,Quadratic,"[0.062040488757139675, -2.5664623671462614, 32.33424907815771]",0.9998202080524754,5,5,5,4,21.0,34.0,y = 0.0620405 * x^2 + -2.56646 * x + 32.3342,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m15:0/x:y),0.0,Linear,"[0.41968421052631566, 0.8039122807017591]",0.9993691716822196,3,3,3,3,19.0,27.0,y = 0.419684 * x + 0.803912,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m15:1/x:y),1.0,Linear,"[0.39874999999999966, 0.5449500000000089]",0.999354715459168,4,4,4,3,25.0,29.0,y = 0.39875 * x + 0.54495,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m15:2/x:y),0.0,Linear,"[0.7551020408163269, -9.733918367346948]",0.9995345023988657,8,6,6,3,21.0,29.0,y = 0.755102 * x + -9.73392,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m15:4/x:y),4.0,Quadratic,"[0.06240414196370465, -2.4588230559973936, 30.013849956619147]",0.9998181549792188,6,5,5,4,20.0,33.0,y = 0.0624041 * x^2 + -2.45882 * x + 30.0138,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m16:0/x:y),0.0,Linear,"[0.4093674698795179, 1.573632530120486]",0.9998648896427672,8,4,4,4,18.0,24.0,y = 0.409367 * x + 1.57363,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m16:1/x:y),1.0,Quadratic,"[0.010369382022471929, -0.12191095505618044, 6.54889719101124]",0.999979451416074,25,7,7,4,17.0,26.0,y = 0.0103694 * x^2 + -0.121911 * x + 6.5489,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m16:2/x:y),0.0,Linear,"[0.42540094339622636, 0.24637971698113326]",0.9995350261473394,42,11,11,8,17.0,28.0,y = 0.425401 * x + 0.24638,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m16:2/x:y),1.0,Linear,"[0.398, -0.7124999999999986]",0.9990055132328232,12,3,3,3,22.0,26.0,y = 0.398 * x + -0.7125,-0.0,True,0.0,0.0274009433962263,0.0644120419138436,通过
detailed_chain,IUP,Cer(m16:4/x:y),4.0,Linear,"[0.22876923076923125, 1.4032307692307615]",0.9982930764004918,6,6,6,3,16.0,20.0,y = 0.228769 * x + 1.40323,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m17:0/x:y),0.0,Linear,"[0.3831008064516128, 2.5737258064516126]",0.9994942537264154,9,7,7,7,16.0,25.0,y = 0.383101 * x + 2.57373,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m17:0/x:y),2.0,Linear,"[0.4689230769230769, -1.2989999999999995]",0.9996796879293676,8,5,5,3,17.0,25.0,y = 0.468923 * x + -1.299,-0.0,True,0.0,0.085822270471464,0.1830199337482009,通过
detailed_chain,IUP,Cer(m17:1/x:y),1.0,Linear,"[0.42539529914529917, 0.671211538461538]",0.9995982955195492,83,10,10,10,16.0,27.0,y = 0.425395 * x + 0.671212,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m17:1/x:y),2.0,Linear,"[0.38976750972762664, -0.10903307392996453]",0.9994433523656056,47,8,7,7,17.0,27.0,y = 0.389768 * x + -0.109033,-0.0,True,1.0,0.0356277894176725,0.0837521935227201,通过
detailed_chain,IUP,Cer(m17:2/x:y),0.0,Linear,"[0.42557579617834385, 0.673230573248409]",0.9994364602421268,45,12,11,11,16.0,27.0,y = 0.425576 * x + 0.673231,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m17:2/x:y),1.0,Linear,"[0.38675291828793806, -0.0249221789883336]",0.9988282074110244,38,8,7,7,17.0,27.0,y = 0.386753 * x + -0.0249222,-0.0,True,0.0,0.0388228778904057,0.0912243558939063,通过
detailed_chain,IUP,Cer(m17:4/x:y),4.0,Quadratic,"[0.06204048875713967, -2.1942194346034225, 25.193226375533172]",0.9998202080524754,5,5,5,4,18.0,31.0,y = 0.0620405 * x^2 + -2.19422 * x + 25.1932,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m18:0/x:y),0.0,Linear,"[0.3912937158469945, 2.765592896174864]",0.998983479341486,15,9,8,8,15.0,25.0,y = 0.391294 * x + 2.76559,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m18:0/x:y),1.0,Linear,"[0.39649038461538466, 2.055365384615383]",0.9999153862899812,3,3,3,3,16.0,24.0,y = 0.39649 * x + 2.05537,-0.0,True,0.0,0.0051966687683901,0.0131066703507354,通过
detailed_chain,IUP,Cer(m18:0/x:y),2.0,Linear,"[0.3967999999999998, 1.8060000000000045]",0.9998625786394372,12,6,6,5,22.0,26.0,y = 0.3968 * x + 1.806,-0.0,True,1.0,0.0003096153846151,0.0007802807071954,通过
detailed_chain,IUP,Cer(m18:1/x:y),0.0,Linear,"[0.39649038461538466, 2.055365384615383]",0.9999153862899812,3,3,3,3,16.0,24.0,y = 0.39649 * x + 2.05537,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m18:1/x:y),1.0,Linear,"[0.42520454545454567, 1.114340909090906]",0.9992582671613094,50,11,11,11,16.0,26.0,y = 0.425205 * x + 1.11434,-0.0,True,0.0,0.028714160839161,0.0675302302059481,通过
detailed_chain,IUP,Cer(m18:1/x:y),2.0,Linear,"[0.40007031250000014, 1.013440104166662]",0.9988942994495892,26,7,6,6,16.0,25.0,y = 0.40007 * x + 1.01344,-0.0,True,1.0,0.0251342329545455,0.0591109225506442,通过
detailed_chain,IUP,Cer(m18:2/x:y),0.0,Linear,"[0.4249562937062936, 1.1085209790209802]",0.9994944371982538,104,12,12,12,15.0,26.0,y = 0.424956 * x + 1.10852,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m18:2/x:y),1.0,Linear,"[0.38498249027237363, 0.3935155642023318]",0.9988678750972706,72,11,7,7,16.0,26.0,y = 0.384982 * x + 0.393516,-0.0,True,0.0,0.0399738034339199,0.0940656816381867,通过
detailed_chain,IUP,Cer(m18:2/x:y),2.0,Quadratic,"[-0.007866367403314927, 0.7076602209944757, -3.195448895027633]",0.9997611368873218,11,6,6,4,16.0,26.0,y = -0.00786637 * x^2 + 0.70766 * x + -3.19545,-0.0,True,1.0,0.0398297083712148,0.1034584932500058,通过
detailed_chain,IUP,Cer(m18:3/x:y),0.0,Linear,"[0.3810000000000001, 0.4909999999999979]",0.9971243359465196,63,10,7,7,16.0,26.0,y = 0.381 * x + 0.491,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m18:3/x:y),1.0,Linear,"[0.37682142857142864, 0.07492857142857012]",0.9997465061821886,11,5,5,3,16.0,26.0,y = 0.376821 * x + 0.0749286,-0.0,True,0.0,0.0041785714285714,0.0109673790776154,通过
detailed_chain,IUP,Cer(m18:4/x:y),4.0,Quadratic,"[0.062040488757139675, -2.0701384570891435, 23.061047429686887]",0.9998202080524754,5,5,5,4,17.0,30.0,y = 0.0620405 * x^2 + -2.07014 * x + 23.061,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m19:0/x:y),0.0,Linear,"[0.38380000000000036, 3.3293999999999926]",0.9991700175275802,8,6,6,5,20.0,24.0,y = 0.3838 * x + 3.3294,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m19:0/x:y),2.0,Linear,"[0.42882000000000003, 1.4454749999999983]",0.99990771603522,21,5,4,4,16.0,24.0,y = 0.42882 * x + 1.44547,-0.0,True,0.0,0.0450199999999996,0.1049857749172139,通过
detailed_chain,IUP,Cer(m19:0/x:y),3.0,Linear,"[0.4249999999999996, -0.12399999999999167]",0.9999833912793143,14,5,5,3,21.0,23.0,y = 0.425 * x + -0.124,-0.0,True,2.0,0.0038200000000004,0.0089081665967082,通过
detailed_chain,IUP,Cer(m19:1/x:y),1.0,Linear,"[0.41355932203389856, 1.798567796610163]",0.9986652468100132,13,6,6,6,18.0,25.0,y = 0.413559 * x + 1.79857,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m19:2/x:y),0.0,Linear,"[0.4240033783783785, 1.5438749999999963]",0.9993536963488504,43,10,10,9,16.0,25.0,y = 0.424003 * x + 1.54387,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m19:2/x:y),1.0,Linear,"[0.4674285714285714, -0.17659523809523847]",0.9997161194792656,9,4,4,3,19.0,24.0,y = 0.467429 * x + -0.176595,-0.0,True,0.0,0.0434251930501929,0.0929023078702171,通过
detailed_chain,IUP,Cer(m19:4/x:y),4.0,Quadratic,"[0.016906237068370963, -0.28960525771299844, 6.076061244195136]",0.9996900841488844,7,6,6,5,12.0,29.0,y = 0.0169062 * x^2 + -0.289605 * x + 6.07606,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m20:0/x:y),0.0,Linear,"[0.41655625, 3.002643749999999]",0.9982708688930224,8,7,7,6,14.0,23.0,y = 0.416556 * x + 3.00264,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m20:1/x:y),1.0,Linear,"[0.3995192307692306, 2.5309038461538496]",0.9999883157234164,8,4,4,3,20.0,24.0,y = 0.399519 * x + 2.5309,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m20:2/x:y),0.0,Linear,"[0.4185757575757575, 2.084472727272729]",0.998131222921316,54,11,11,10,15.0,24.0,y = 0.418576 * x + 2.08447,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m20:2/x:y),1.0,Linear,"[0.408265060240964, 1.6177349397590337]",0.9999360935271552,28,8,4,4,18.0,24.0,y = 0.408265 * x + 1.61773,-0.0,True,0.0,0.0103106973347935,0.0246328105442833,通过
detailed_chain,IUP,Cer(m20:3/x:y),0.0,Linear,"[0.29099999999999987, 3.4703333333333335]",0.9999408968657688,19,8,8,3,16.0,24.0,y = 0.291 * x + 3.47033,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m20:4/x:y),4.0,Quadratic,"[0.021524999999999912, -0.3951164634146316, 6.809042682926813]",0.9999958198098394,6,6,6,4,11.0,20.0,y = 0.021525 * x^2 + -0.395116 * x + 6.80904,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m21:0/x:y),0.0,Linear,"[0.39290000000000025, 3.929699999999994]",0.9997633526211094,6,5,5,4,18.0,21.0,y = 0.3929 * x + 3.9297,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m21:0/x:y),2.0,Linear,"[0.4090769230769233, 2.6897884615384564]",0.9993379163564527,6,6,6,4,16.0,23.0,y = 0.409077 * x + 2.68979,-0.0,True,0.0,0.016176923076923,0.0395449417074086,通过
