classification_mode,rt_rule,score_tier,analysis_scope,result_id,hilic_fraction_min,lipid_subclass,lipid_annotation,ms1_feature_id,candidate_rank,match_score,normalized_rt_min,carbon_number,unsaturation,fit_type,fit_r_squared,absolute_rt_residual_min,iup_vertical_shift_min,fit_status,retention_reason
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006503,20.5-22,SM(d17:1/x:y),SM(d17:1/18:3),F205000095,3,0.45,6.611999999999998,18.0,3.0,Linear,0.9994064446282417,0.010846975088968591,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006505,20.5-22,SM(d18:0/x:y),SM(d18:0/17:4),F205000095,2,0.45,6.611999999999998,17.0,4.0,Linear,0.9995399448963044,0.02056934306569147,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006509,20.5-22,SM(d20:2/x:y),SM(d20:2/15:2),F205000095,3,0.36,6.611999999999998,15.0,2.0,Linear,0.998765727552019,0.022731343283583172,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006510,20.5-22,SM(d24:4/x:y),SM(d24:4/11:0),F205000095,2,0.45,6.611999999999998,11.0,0.0,Linear,0.9999758862539837,0.006999999999997897,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006511,20.5-22,SM(d25:4/x:y),SM(d25:4/10:0),F205000095,2,0.36,6.611999999999998,10.0,0.0,Linear,0.9995004629119199,0.016249999999998543,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006543,20.5-22,LacCer(m20:2/x:y),LacCer(m20:2/18:0),F205000102,1,0.38,6.695,18.0,0.0,Linear,0.9995520525986502,0.021999999999999353,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006544,20.5-22,SM(d18:1/x:y),SM(d18:1/17:1),F205000103,1,0.36,6.829000000000001,17.0,1.0,Linear,0.9977138429753346,0.05037493275954574,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006545,20.5-22,SM(d18:2/x:y),SM(d18:2/17:0),F205000103,1,0.36,6.829000000000001,17.0,0.0,Linear,0.9959038337798161,0.05650000000000066,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006546,20.5-22,SM(t18:1/x:y),SM(t18:1/19:0),F205000104,1,0.38,6.895,19.0,0.0,Quadratic,0.9999863251837885,0.007124674703914202,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006547,20.5-22,SM(d20:0/x:y),SM(d20:0/13:0),F205000105,1,0.36,6.911999999999999,13.0,0.0,Linear,0.9998100312152778,0.0011199999999984556,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006549,20.5-22,SM(d14:1/x:y),SM(d14:1/22:3),F205000106,1,0.36,6.928999999999999,22.0,3.0,Linear,0.9989155924475941,0.04774857414448608,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006550,20.5-22,SM(d14:2/x:y),SM(d14:2/22:2),F205000106,1,0.36,6.928999999999999,22.0,2.0,Linear,0.9997140858921356,0.06389991728701272,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006551,20.5-22,SM(d14:3/x:y),SM(d14:3/22:1),F205000106,1,0.36,6.928999999999999,22.0,1.0,Linear,0.9990770746075781,0.0659878787878787,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006552,20.5-22,SM(d14:4/x:y),SM(d14:4/22:0),F205000106,1,0.36,6.928999999999999,22.0,0.0,Linear,0.9983347285592414,0.05727378964941554,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006553,20.5-22,SM(d15:0/x:y),SM(d15:0/21:4),F205000106,1,0.36,6.928999999999999,21.0,4.0,Linear,0.9989155924475941,0.04774857414448608,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006554,20.5-22,SM(d15:1/x:y),SM(d15:1/21:3),F205000106,1,0.36,6.928999999999999,21.0,3.0,Linear,0.9989155924475941,0.04774857414448608,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006555,20.5-22,SM(d15:2/x:y),SM(d15:2/21:2),F205000106,1,0.36,6.928999999999999,21.0,2.0,Linear,0.9987482893453972,0.07910504549214092,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006556,20.5-22,SM(d15:3/x:y),SM(d15:3/21:1),F205000106,1,0.36,6.928999999999999,21.0,1.0,Linear,0.9990890855910788,0.043139610389610006,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006557,20.5-22,SM(d15:4/x:y),SM(d15:4/21:0),F205000106,1,0.36,6.928999999999999,21.0,0.0,Linear,0.998847552621195,0.04451778329197875,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006562,20.5-22,SM(d19:1/x:y),SM(d19:1/17:3),F205000106,1,0.36,6.928999999999999,17.0,3.0,Linear,0.9995613038307707,0.015587628865978864,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006566,20.5-22,SM(d21:4/x:y),SM(d21:4/15:0),F205000106,2,0.45,6.928999999999999,15.0,0.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006567,20.5-22,SM(d23:3/x:y),SM(d23:3/13:1),F205000106,3,0.45,6.928999999999999,13.0,1.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006568,20.5-22,SM(d24:2/x:y),SM(d24:2/12:2),F205000106,2,0.36,6.928999999999999,12.0,2.0,Linear,0.9985869390507799,0.042822580645160535,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006569,20.5-22,SM(t14:1/x:y),SM(t14:1/21:4),F205000107,3,0.38,7.0120000000000005,21.0,4.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006570,20.5-22,SM(t14:2/x:y),SM(t14:2/21:3),F205000107,3,0.38,7.0120000000000005,21.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006571,20.5-22,SM(t14:3/x:y),SM(t14:3/21:2),F205000107,3,0.38,7.0120000000000005,21.0,2.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006572,20.5-22,SM(t14:4/x:y),SM(t14:4/21:1),F205000107,3,0.38,7.0120000000000005,21.0,1.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006574,20.5-22,SM(t15:2/x:y),SM(t15:2/20:3),F205000107,3,0.38,7.0120000000000005,20.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006575,20.5-22,SM(t16:1/x:y),SM(t16:1/19:4),F205000107,3,0.38,7.0120000000000005,19.0,4.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006576,20.5-22,SM(t16:2/x:y),SM(t16:2/19:3),F205000107,3,0.38,7.0120000000000005,19.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006577,20.5-22,SM(t17:2/x:y),SM(t17:2/18:3),F205000107,3,0.38,7.0120000000000005,18.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006579,20.5-22,SM(t18:2/x:y),SM(t18:2/17:3),F205000107,2,0.46,7.0120000000000005,17.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006582,20.5-22,SM(t21:1/x:y),SM(t21:1/14:4),F205000107,2,0.46,7.0120000000000005,14.0,4.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006584,20.5-22,SM(t25:2/x:y),SM(t25:2/10:3),F205000107,3,0.46,7.0120000000000005,10.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006594,20.5-22,GlcCer(d24:1/x:y),GlcCer(d24:1/12:3),F205000109,2,0.38,7.062000000000001,12.0,3.0,Linear,0.9998929992272659,0.014884615384616495,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006599,20.5-22,GlcCer(t18:1/x:y),GlcCer(t18:1/20:4),F205000112,1,0.4,7.094999999999999,20.0,4.0,Quadratic,0.9998606130087581,0.009877931769725734,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006602,20.5-22,SM(d14:0/x:y),SM(d14:0/22:2),F205000114,2,0.45,7.195,22.0,2.0,Linear,0.9991217717596945,0.03156578947368338,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006603,20.5-22,SM(d14:1/x:y),SM(d14:1/22:1),F205000114,2,0.45,7.195,22.0,1.0,Linear,0.9991126373694431,0.03142543859649116,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006604,20.5-22,SM(d14:2/x:y),SM(d14:2/22:0),F205000114,2,0.45,7.195,22.0,0.0,Linear,0.998018034646565,0.05552046783625819,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006605,20.5-22,SM(d15:0/x:y),SM(d15:0/21:2),F205000114,2,0.45,7.195,21.0,2.0,Linear,0.9991126373694432,0.03142543859649116,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006606,20.5-22,SM(d15:1/x:y),SM(d15:1/21:1),F205000114,2,0.45,7.195,21.0,1.0,Linear,0.9990961718447384,0.03128508771929894,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006607,20.5-22,SM(d15:2/x:y),SM(d15:2/21:0),F205000114,2,0.45,7.195,21.0,0.0,Linear,0.998018034646565,0.05552046783625819,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006608,20.5-22,SM(d16:0/x:y),SM(d16:0/20:2),F205000114,2,0.45,7.195,20.0,2.0,Linear,0.9979048739919256,0.03396713615023472,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006609,20.5-22,SM(d16:1/x:y),SM(d16:1/20:1),F205000114,1,0.45,7.195,20.0,1.0,Linear,0.9980917677136881,0.047179653679654265,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006610,20.5-22,SM(d16:2/x:y),SM(d16:2/20:0),F205000114,2,0.36,7.195,20.0,0.0,Linear,0.9991126373694432,0.031425438596489386,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006611,20.5-22,SM(d17:0/x:y),SM(d17:0/19:2),F205000114,2,0.45,7.195,19.0,2.0,Linear,0.9987473280815813,0.03370240963855409,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006612,20.5-22,SM(d18:0/x:y),SM(d18:0/18:2),F205000114,1,0.45,7.195,18.0,2.0,Quadratic,0.9990697485851848,0.04554680893900098,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006613,20.5-22,SM(d18:1/x:y),SM(d18:1/18:1),F205000114,1,0.45,7.195,18.0,1.0,Linear,0.9977138429753346,0.06443186300878345,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006615,20.5-22,SM(d19:2/x:y),SM(d19:2/17:0),F205000114,2,0.45,7.195,17.0,0.0,Linear,0.9981514162684191,0.01650416666666743,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006616,20.5-22,SM(d20:0/x:y),SM(d20:0/16:2),F205000114,2,0.45,7.195,16.0,2.0,Linear,0.9935640044994375,0.010399999999998855,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006620,20.5-22,SM(d16:1/x:y),SM(d16:1/22:4),F205000115,3,0.45,7.195,22.0,4.0,Linear,0.9951811178206115,0.013378854625550218,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006622,20.5-22,SM(d18:1/x:y),SM(d18:1/20:4),F205000115,1,0.45,7.195,20.0,4.0,Linear,0.9998722674013645,0.02452643171806379,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006625,20.5-22,SM(d20:2/x:y),SM(d20:2/18:3),F205000115,1,0.45,7.195,18.0,3.0,Linear,0.9998153837914657,0.028680851063828783,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006629,20.5-22,SM(d22:4/x:y),SM(d22:4/16:1),F205000115,2,0.45,7.195,16.0,1.0,Linear,0.9992668262870534,0.006260000000000154,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006630,20.5-22,LacCer(m14:0/x:y),LacCer(m14:0/28:4),F205000116,2,0.38,7.195,28.0,4.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006631,20.5-22,LacCer(m14:1/x:y),LacCer(m14:1/28:3),F205000116,2,0.38,7.195,28.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006632,20.5-22,LacCer(m14:2/x:y),LacCer(m14:2/28:2),F205000116,2,0.38,7.195,28.0,2.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006633,20.5-22,LacCer(m14:3/x:y),LacCer(m14:3/28:1),F205000116,2,0.38,7.195,28.0,1.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006634,20.5-22,LacCer(m14:4/x:y),LacCer(m14:4/28:0),F205000116,2,0.38,7.195,28.0,0.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006635,20.5-22,LacCer(m15:0/x:y),LacCer(m15:0/27:4),F205000116,2,0.38,7.195,27.0,4.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006636,20.5-22,LacCer(m15:1/x:y),LacCer(m15:1/27:3),F205000116,2,0.38,7.195,27.0,3.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006637,20.5-22,LacCer(m15:2/x:y),LacCer(m15:2/27:2),F205000116,2,0.38,7.195,27.0,2.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006638,20.5-22,LacCer(m15:3/x:y),LacCer(m15:3/27:1),F205000116,2,0.38,7.195,27.0,1.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006640,20.5-22,LacCer(m24:3/x:y),LacCer(m24:3/18:1),F205000116,2,0.38,7.195,18.0,1.0,,,,0.0,,点数不足，保留
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006642,20.5-22,GlcCer(d18:1/x:y),GlcCer(d18:1/20:4),F205000118,1,0.38,7.279,20.0,4.0,Linear,0.9991773352044592,0.04566666666666741,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006643,20.5-22,GlcCer(d18:2/x:y),GlcCer(d18:2/20:3),F205000118,1,0.38,7.279,20.0,3.0,Linear,0.9991877906213603,0.05445833333333283,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006644,20.5-22,GlcCer(d20:2/x:y),GlcCer(d20:2/18:3),F205000118,3,0.38,7.279,18.0,3.0,Linear,0.9993260326472164,0.05520833333333375,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006645,20.5-22,GlcCer(d20:3/x:y),GlcCer(d20:3/18:2),F205000118,2,0.38,7.279,18.0,2.0,Linear,0.997885734137971,0.007211538461538325,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006647,20.5-22,SM(d14:0/x:y),SM(d14:0/20:0),F205000119,1,0.45,7.295000000000002,20.0,0.0,Linear,0.9997494625484985,0.03613596491227966,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006648,20.5-22,SM(d15:0/x:y),SM(d15:0/19:0),F205000119,1,0.45,7.295000000000002,19.0,0.0,Linear,0.9997485508143695,0.035109649122804676,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006649,20.5-22,SM(d16:0/x:y),SM(d16:0/18:0),F205000119,1,0.45,7.295000000000002,18.0,0.0,Linear,0.9997451251464483,0.035109649122805564,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006650,20.5-22,SM(d17:0/x:y),SM(d17:0/17:0),F205000119,1,0.45,7.295000000000002,17.0,0.0,Linear,0.9995875107821206,0.028237349397589817,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006652,20.5-22,SM(d19:0/x:y),SM(d19:0/15:0),F205000119,1,0.45,7.295000000000002,15.0,0.0,Linear,0.9997485508143695,0.035109649122804676,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006653,20.5-22,SM(d20:0/x:y),SM(d20:0/14:0),F205000119,1,0.45,7.295000000000002,14.0,0.0,Linear,0.9998100312152778,0.033250526315788065,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006654,20.5-22,SM(d21:0/x:y),SM(d21:0/13:0),F205000119,1,0.45,7.295000000000002,13.0,0.0,Linear,0.9997474703952418,0.03493859649122566,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006655,20.5-22,SM(d22:0/x:y),SM(d22:0/12:0),F205000119,1,0.45,7.295000000000002,12.0,0.0,Linear,0.9996314508549285,0.02509277108433494,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006656,20.5-22,SM(d23:0/x:y),SM(d23:0/11:0),F205000119,1,0.45,7.295000000000002,11.0,0.0,Linear,0.9999618844336066,0.006764331210190377,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006657,20.5-22,SM(d24:0/x:y),SM(d24:0/10:0),F205000119,1,0.36,7.295000000000002,10.0,0.0,Linear,0.9996730269118675,0.013177419354839515,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006658,20.5-22,SM(t14:0/x:y),SM(t14:0/22:0),F205000120,2,0.38,7.304000000000001,22.0,0.0,Linear,0.9993889032239801,0.0222456140350884,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006659,20.5-22,SM(t15:0/x:y),SM(t15:0/21:0),F205000120,1,0.38,7.304000000000001,21.0,0.0,Linear,0.9993576249283387,0.020008771929822977,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006660,20.5-22,SM(t16:0/x:y),SM(t16:0/20:0),F205000120,2,0.38,7.304000000000001,20.0,0.0,Linear,0.9994655646362859,0.020837719298245183,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006661,20.5-22,SM(t17:0/x:y),SM(t17:0/19:0),F205000120,2,0.38,7.304000000000001,19.0,0.0,Linear,0.9993423842856324,0.01996491228070152,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006662,20.5-22,SM(t18:0/x:y),SM(t18:0/18:0),F205000120,1,0.46,7.304000000000001,18.0,0.0,Quadratic,0.9991199762235115,0.041856230448384046,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006663,20.5-22,SM(t19:0/x:y),SM(t19:0/17:0),F205000120,2,0.38,7.304000000000001,17.0,0.0,Linear,0.9993576249283387,0.020008771929822977,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006664,20.5-22,SM(t20:0/x:y),SM(t20:0/16:0),F205000120,2,0.38,7.304000000000001,16.0,0.0,Linear,0.999371997345018,0.02005263157894621,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006665,20.5-22,SM(t21:0/x:y),SM(t21:0/15:0),F205000120,2,0.38,7.304000000000001,15.0,0.0,Linear,0.9993576249283387,0.02000877192982209,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006666,20.5-22,SM(t22:0/x:y),SM(t22:0/14:0),F205000120,2,0.38,7.304000000000001,14.0,0.0,Linear,0.9993576249283387,0.020008771929822977,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006667,20.5-22,SM(t23:0/x:y),SM(t23:0/13:0),F205000120,2,0.38,7.304000000000001,13.0,0.0,Linear,0.999508210163378,0.02236842105263026,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006669,20.5-22,SM(d14:0/x:y),SM(d14:0/21:1),F205000122,1,0.36,7.361999999999998,21.0,1.0,Linear,0.9974545761366417,0.0695128205128217,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006670,20.5-22,SM(d14:1/x:y),SM(d14:1/21:0),F205000122,1,0.36,7.361999999999998,21.0,0.0,Linear,0.9969411960361522,0.061990842490844855,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006671,20.5-22,SM(d15:0/x:y),SM(d15:0/20:1),F205000122,1,0.36,7.361999999999998,20.0,1.0,Linear,0.9975258576854527,0.06829853479853476,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006672,20.5-22,SM(d15:1/x:y),SM(d15:1/20:0),F205000122,1,0.36,7.361999999999998,20.0,0.0,Linear,0.9969411960361522,0.06199084249084308,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006673,20.5-22,SM(d16:0/x:y),SM(d16:0/19:1),F205000122,1,0.36,7.361999999999998,19.0,1.0,Linear,0.9969095612986396,0.06957875457875495,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006674,20.5-22,SM(d16:1/x:y),SM(d16:1/19:0),F205000122,1,0.36,7.361999999999998,19.0,0.0,Linear,0.9969973763750841,0.0672307692307701,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006675,20.5-22,SM(d17:0/x:y),SM(d17:0/18:1),F205000122,1,0.36,7.361999999999998,18.0,1.0,Linear,0.9969973763750841,0.0672307692307701,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006676,20.5-22,SM(d17:1/x:y),SM(d17:1/18:0),F205000122,1,0.36,7.361999999999998,18.0,0.0,Linear,0.9979585117890889,0.07095604395604482,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006677,20.5-22,SM(d18:0/x:y),SM(d18:0/17:1),F205000122,1,0.36,7.361999999999998,17.0,1.0,Linear,0.9970581884130872,0.06278571428571489,-0.0,,拟合成功且符合IUP，0.2min内点
detailed_chain,IUP,low_score_lt_0.50,all_score_fit_low_score_rows,MR6_0006679,20.5-22,SM(d19:1/x:y),SM(d19:1/16:0),F205000122,1,0.36,7.361999999999998,16.0,0.0,Linear,0.9983385676915029,0.04766666666666808,-0.0,,拟合成功且符合IUP，0.2min内点
